,city,date,treat,price,rating,omtaler,gæster,soveværelser,shampoo,hot water,hangers,blackout curtains,entertainment,work,family,security,wi-fi,kitchen,refrigerator,attractions nearby,outdoor,parkering and faciliteter,smoking allowed,hair dryer,other,cleaning products,temperature,view,bed linen,gæster,washing machine,host,fitness equipment,dishwasher,fireplace,pool etc.,mailbox,Sights,Safety,Shopping,Location,Climate,Affordability
275,Barcalona,2024-05-24,0,648,4.39,23,,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
276,Barcalona,2024-05-24,0,701,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
277,Barcalona,2024-05-24,0,766,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
278,Barcalona,2024-05-24,0,561,4.44,9,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
279,Barcalona,2024-05-24,0,606,4.44,9,1.0,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
280,Barcalona,2024-05-24,0,482,3.67,6,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
281,Barcalona,2024-05-24,0,614,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
282,Barcalona,2024-05-24,0,693,4.0,4,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
283,Barcalona,2024-05-24,0,570,,,,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
284,Barcalona,2024-05-24,0,614,4.69,235,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
285,Barcalona,2024-05-24,0,518,5.0,17,,2.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
286,Barcalona,2024-05-24,0,587,4.20,5,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
287,Barcalona,2024-05-24,0,526,4.0,5,2.0,1.0,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,
288,Barcalona,2024-05-24,0,614,4.60,5,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
289,Barcalona,2024-05-24,0,571,4.88,8,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
290,Barcalona,2024-05-24,0,587,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,
291,Barcalona,2024-05-24,0,526,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
292,Barcalona,2024-05-24,0,719,4.64,14,1.0,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,
293,Barcalona,2024-05-24,0,534,4.39,23,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,
294,Barcalona,2024-05-24,0,526,4.23,15,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
295,Barcalona,2024-05-24,0,686,4.73,11,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
296,Barcalona,2024-05-24,0,658,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
297,Barcalona,2024-05-24,0,701,,,,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
298,Barcalona,2024-05-24,0,526,4.67,3,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,
299,Barcalona,2024-05-24,0,711,4.13,15,,4.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
300,Barcalona,2024-05-24,0,626,4.56,25,,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
301,Barcalona,2024-05-24,0,658,4.11,9,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
302,Barcalona,2024-05-24,0,614,4.65,23,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
303,Barcalona,2024-05-24,0,508,4.68,28,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Barcalona,2024-05-24,0,491,4.0,11,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
305,Barcalona,2024-05-24,0,482,4.78,9,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
306,Barcalona,2024-05-24,0,570,4.63,24,,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
307,Barcalona,2024-05-24,0,447,4.25,4,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
308,Barcalona,2024-05-24,0,658,4.36,14,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
309,Barcalona,2024-05-24,0,482,4.36,14,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
310,Barcalona,2024-05-24,0,658,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
311,Barcalona,2024-05-24,0,482,4.0,12,,1.0,,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
312,Barcalona,2024-05-24,0,658,,,,2.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
313,Barcalona,2024-05-24,0,526,4.44,16,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
314,Barcalona,2024-05-24,0,658,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,
315,Barcalona,2024-05-24,0,482,4.38,8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
316,Barcalona,2024-05-24,0,614,4.89,19,,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
317,Barcalona,2024-05-24,0,447,4.0,3,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
318,Barcalona,2024-05-24,0,701,4.69,13,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
319,Barcalona,2024-05-24,0,553,4.28,83,,2.0,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
320,Barcalona,2024-05-24,0,527,3.50,4,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,
321,Barcalona,2024-05-24,0,596,,,,2.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
322,Barcalona,2024-05-24,0,701,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
323,Barcalona,2024-05-24,0,658,,,,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
324,Barcalona,2024-05-24,0,571,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
325,Barcalona,2024-05-24,0,614,,,,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,
326,Barcalona,2024-05-24,0,658,3.40,15,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
327,Barcalona,2024-05-24,0,527,2.75,4,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,
328,Barcalona,2024-05-24,0,522,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,
329,Barcalona,2024-05-24,0,766,,,,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,
330,Barcalona,2024-05-24,0,701,5.0,3,,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,
331,Barcalona,2024-05-24,0,684,,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
332,Barcalona,2024-05-24,0,641,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,
333,Barcalona,2024-05-24,0,686,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
334,Barcalona,2024-05-24,0,526,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,
335,Barcalona,2024-05-24,0,701,5.0,5,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
336,Barcalona,2024-05-24,0,596,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
337,Barcalona,2024-05-24,0,596,,,,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,
338,Barcalona,2024-05-24,0,571,,,,3.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,
339,Barcalona,2024-05-24,0,456,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
340,Barcalona,2024-05-24,0,596,,,,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,
341,Barcalona,2024-05-24,0,671,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,
342,Barcalona,2024-05-24,0,482,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
343,Barcalona,2024-05-24,0,574,,,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,
344,Barcalona,2024-05-24,0,614,,,,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
345,Barcalona,2024-05-24,0,552,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
346,Barcalona,2024-05-24,0,622,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,
347,Barcalona,2024-05-24,0,631,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,
348,Barcalona,2024-05-24,0,658,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
349,Barcalona,2024-05-24,0,798,4.89,320,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,
350,Barcalona,2024-05-24,0,789,4.75,222,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,
351,Barcalona,2024-05-24,0,877,4.94,70,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
352,Barcalona,2024-05-24,0,969,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,
353,Barcalona,2024-05-24,0,929,5.0,34,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,4.0,,,,,,,,,,,,,
354,Barcalona,2024-05-24,0,842,5.0,32,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,
355,Barcalona,2024-05-24,0,912,4.63,712,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,3.0,,,,,,,,,,,,,
356,Barcalona,2024-05-24,0,912,4.86,349,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,
357,Barcalona,2024-05-24,0,1008,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,1.0,,,,,,
358,Barcalona,2024-05-24,0,920,4.83,127,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,
359,Barcalona,2024-05-24,0,868,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
360,Barcalona,2024-05-24,0,841,4.43,28,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
361,Barcalona,2024-05-24,0,820,4.60,25,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
362,Barcalona,2024-05-24,0,789,4.67,33,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
363,Barcalona,2024-05-24,0,981,4.98,43,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,2.0,,1.0,,,,,,,,,,,
364,Barcalona,2024-05-24,0,877,4.52,79,4.0,2.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,4.0,,,,,,,,,,,,,
365,Barcalona,2024-05-24,0,789,4.78,54,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,
366,Barcalona,2024-05-24,0,969,4.54,37,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,
367,Barcalona,2024-05-24,0,976,4.59,87,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,
368,Barcalona,2024-05-24,0,789,4.96,77,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,
369,Barcalona,2024-05-24,0,849,4.45,31,2.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,
370,Barcalona,2024-05-24,0,798,4.93,318,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,
371,Barcalona,2024-05-24,0,851,4.90,40,2.0,1.0,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,1.0,,,2.0,,1.0,,,,,,,,,,,
372,Barcalona,2024-05-24,0,815,4.63,35,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,
373,Barcalona,2024-05-24,0,781,4.55,95,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,
374,Barcalona,2024-05-24,0,738,4.75,8,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,
375,Barcalona,2024-05-24,0,789,4.93,15,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,
376,Barcalona,2024-05-24,0,746,4.67,3,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
377,Barcalona,2024-05-24,0,1008,4.62,13,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
378,Barcalona,2024-05-24,0,745,4.42,12,4.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,4.0,,1.0,,,,,,,,,,,
379,Barcalona,2024-05-24,0,1008,4.56,48,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
380,Barcalona,2024-05-24,0,878,4.38,16,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,
381,Barcalona,2024-05-24,0,924,4.67,12,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
382,Barcalona,2024-05-24,0,833,4.85,89,2.0,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
383,Barcalona,2024-05-24,0,820,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
384,Barcalona,2024-05-24,0,877,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,,
385,Barcalona,2024-05-24,0,877,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,
386,Barcalona,2024-05-24,0,799,4.88,50,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,4.0,,1.0,,,,,1.0,,,,,,
387,Barcalona,2024-05-24,0,964,4.79,106,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
388,Barcalona,2024-05-24,0,1008,5.0,20,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,
389,Barcalona,2024-05-24,0,868,4.54,247,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
390,Barcalona,2024-05-24,0,825,4.88,24,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,,
391,Barcalona,2024-05-24,0,851,5.0,3,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
392,Barcalona,2024-05-24,0,860,4.88,108,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,
393,Barcalona,2024-05-24,0,929,5.0,9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
394,Barcalona,2024-05-24,0,920,5.0,6,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
395,Barcalona,2024-05-24,0,736,4.86,7,,1.0,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,
396,Barcalona,2024-05-24,0,746,5.0,22,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
397,Barcalona,2024-05-24,0,877,5.0,6,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,
398,Barcalona,2024-05-24,0,780,4.67,9,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,
399,Barcalona,2024-05-24,0,833,4.67,21,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,
400,Barcalona,2024-05-24,0,878,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
401,Barcalona,2024-05-24,0,868,,,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,
402,Barcalona,2024-05-24,0,868,4.67,12,,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
403,Barcalona,2024-05-24,0,878,4.77,22,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,
404,Barcalona,2024-05-24,0,965,,,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,9.0,,1.0,,,,,1.0,,,,,,
405,Barcalona,2024-05-24,0,877,4.33,18,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
406,Barcalona,2024-05-24,0,965,4.90,21,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
407,Barcalona,2024-05-24,0,894,4.93,15,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,2.0,,1.0,,1.0,,,,,,,,,
408,Barcalona,2024-05-24,0,877,5.0,5,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
409,Barcalona,2024-05-24,0,999,4.78,18,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
410,Barcalona,2024-05-24,0,934,4.83,6,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
411,Barcalona,2024-05-24,0,815,4.70,10,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,
412,Barcalona,2024-05-24,0,789,4.71,28,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,
413,Barcalona,2024-05-24,0,789,3.95,19,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,
