,city,date,treat,price,rating,omtaler,gæster,soveværelser,entertainment,security,work,wi-fi,kitchen,outdoor,bathroom,shampoo,washing machine,refrigerator,hot water,bed linen,family,parkering and faciliteter,hair dryer,hangers,smoking allowed,other,cleaning products,host,mailbox,view,dishwasher,blackout curtains,temperature,attractions nearby,fireplace,fitness equipment,pool etc.,Sights,Safety,Shopping,Location,Climate,Affordability
980,Copenhagen,2024-05-17,0,1583,5.0,3,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
981,Copenhagen,2024-05-17,0,1508,4.78,37,2.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
982,Copenhagen,2024-05-17,0,1752,3.80,10,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
983,Copenhagen,2024-05-17,0,1653,4.81,16,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
984,Copenhagen,2024-05-17,0,1447,5.0,4,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
985,Copenhagen,2024-05-17,0,1677,4.92,49,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
986,Copenhagen,2024-05-17,0,1584,4.72,57,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
987,Copenhagen,2024-05-17,0,1583,4.91,164,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
988,Copenhagen,2024-05-17,0,1647,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
989,Copenhagen,2024-05-17,0,1668,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
990,Copenhagen,2024-05-17,0,1447,4.74,215,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
991,Copenhagen,2024-05-17,0,1500,4.69,13,2.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
992,Copenhagen,2024-05-17,0,1588,4.67,15,2.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
993,Copenhagen,2024-05-17,0,1500,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
994,Copenhagen,2024-05-17,0,1588,5.0,8,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
995,Copenhagen,2024-05-17,0,1500,4.72,18,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
996,Copenhagen,2024-05-17,0,1656,4.75,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
997,Copenhagen,2024-05-17,0,1530,5.0,4,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
998,Copenhagen,2024-05-17,0,1647,,,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
999,Copenhagen,2024-05-17,0,1625,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1000,Copenhagen,2024-05-17,0,1577,4.92,12,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1001,Copenhagen,2024-05-17,0,1471,4.76,17,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1002,Copenhagen,2024-05-17,0,1647,,,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1003,Copenhagen,2024-05-17,0,1622,4.93,43,4.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1004,Copenhagen,2024-05-17,0,1465,4.80,5,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1005,Copenhagen,2024-05-17,0,1500,4.69,29,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1006,Copenhagen,2024-05-17,0,1441,4.88,16,3.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1007,Copenhagen,2024-05-17,0,1441,4.56,25,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1008,Copenhagen,2024-05-17,0,1650,4.83,6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1009,Copenhagen,2024-05-17,0,1471,,,7.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1010,Copenhagen,2024-05-17,0,1471,,,5.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1011,Copenhagen,2024-05-17,0,1594,4.75,16,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1012,Copenhagen,2024-05-17,0,1588,4.69,14,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1013,Copenhagen,2024-05-17,0,1441,4.77,13,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1014,Copenhagen,2024-05-17,0,1530,5.0,4,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1015,Copenhagen,2024-05-17,0,1647,4.60,5,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1016,Copenhagen,2024-05-17,0,1440,4.41,17,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1017,Copenhagen,2024-05-17,0,1530,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1018,Copenhagen,2024-05-17,0,1624,5.0,8,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1019,Copenhagen,2024-05-17,0,1647,4.78,9,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1020,Copenhagen,2024-05-17,0,1588,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1021,Copenhagen,2024-05-17,0,1471,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1022,Copenhagen,2024-05-17,0,1471,4.67,6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1023,Copenhagen,2024-05-17,0,1499,4.83,103,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1024,Copenhagen,2024-05-17,0,1552,,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1025,Copenhagen,2024-05-17,0,1617,4.75,4,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1026,Copenhagen,2024-05-17,0,1588,4.83,6,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1027,Copenhagen,2024-05-17,0,1553,5.0,6,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1028,Copenhagen,2024-05-17,0,1588,5.0,9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1029,Copenhagen,2024-05-17,0,1653,,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1030,Copenhagen,2024-05-17,0,1471,5.0,4,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1031,Copenhagen,2024-05-17,0,1565,,,2.0,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1032,Copenhagen,2024-05-17,0,1471,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1033,Copenhagen,2024-05-17,0,1624,,,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1034,Copenhagen,2024-05-17,0,1536,4.80,5,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1035,Copenhagen,2024-05-17,0,1530,4.50,8,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1036,Copenhagen,2024-05-17,0,1596,4.67,3,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1037,Copenhagen,2024-05-17,0,1441,,,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1038,Copenhagen,2024-05-17,0,1476,4.75,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1039,Copenhagen,2024-05-17,0,1560,,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1040,Copenhagen,2024-05-17,0,1618,4.93,15,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1041,Copenhagen,2024-05-17,0,1530,4.67,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1042,Copenhagen,2024-05-17,0,1530,4.67,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1043,Copenhagen,2024-05-17,0,1530,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1044,Copenhagen,2024-05-17,0,1559,5.0,5,2.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1045,Copenhagen,2024-05-17,0,1530,5.0,7,3.0,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1046,Copenhagen,2024-05-17,0,1530,,,5.0,5.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1047,Copenhagen,2024-05-17,0,1471,,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1048,Copenhagen,2024-05-17,0,1647,5.0,12,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1049,Copenhagen,2024-05-17,0,1588,4.80,5,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1050,Copenhagen,2024-05-17,0,1683,4.84,19,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1051,Copenhagen,2024-05-17,0,1647,5.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1052,Copenhagen,2024-05-17,0,1471,5.0,10,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1053,Copenhagen,2024-05-17,0,1647,,,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1054,Copenhagen,2024-05-17,0,1622,4.57,87,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1055,Copenhagen,2024-05-17,0,1500,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1056,Copenhagen,2024-05-17,0,1636,,,7.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1057,Copenhagen,2024-05-17,0,1588,5.0,4,2.0,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1058,Copenhagen,2024-05-17,0,1547,4.75,8,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1059,Copenhagen,2024-05-17,0,1471,4.67,9,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1060,Copenhagen,2024-05-17,0,1647,4.87,31,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1061,Copenhagen,2024-05-17,0,1559,,,6.0,3.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,6.8,9.0,5.25,8.25,5.0,1.25
1062,Copenhagen,2024-05-17,0,1618,4.71,7,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1063,Copenhagen,2024-05-17,0,1530,4.80,16,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1064,Copenhagen,2024-05-17,0,1471,5.0,9,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1065,Copenhagen,2024-05-17,0,1530,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1066,Copenhagen,2024-05-17,0,1521,5.0,9,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1067,Copenhagen,2024-05-17,0,1471,,,2.0,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1068,Copenhagen,2024-05-17,0,1647,5.0,3,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1069,Copenhagen,2024-05-17,0,1588,5.0,10,2.0,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1070,Copenhagen,2024-05-17,0,1500,4.71,7,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1071,Copenhagen,2024-05-17,0,1471,4.63,8,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1072,Copenhagen,2024-05-17,0,1536,,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1073,Copenhagen,2024-05-17,0,1500,5.0,3,5.0,4.0,1.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1074,Copenhagen,2024-05-17,0,1585,4.20,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1075,Copenhagen,2024-05-17,0,1659,4.61,38,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1076,Copenhagen,2024-05-17,0,1471,5.0,4,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1077,Copenhagen,2024-05-17,0,1536,,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1078,Copenhagen,2024-05-17,0,1647,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1079,Copenhagen,2024-05-17,0,1500,5.0,4,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1080,Copenhagen,2024-05-17,0,1471,4.50,8,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1081,Copenhagen,2024-05-17,0,1588,5.0,6,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1082,Copenhagen,2024-05-17,0,1512,,,4.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1083,Copenhagen,2024-05-17,0,1647,,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1084,Copenhagen,2024-05-17,0,1555,4.75,102,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
1085,Copenhagen,2024-05-17,0,1530,4.77,13,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,6.8,9.0,5.25,8.25,5.0,1.25
1086,Copenhagen,2024-05-17,0,1646,,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,6.8,9.0,5.25,8.25,5.0,1.25
